# 3D points
# X Y Z R G B
8.386680 -3.697088 4.690657 244 255 255
13.153027 0.166465 -9.047208 20 31 42
17.629805 -1.862233 -4.853827 0 0 0
14.711364 -1.531537 -8.883491 5 1 10
14.616382 -0.651769 -8.951960 173 179 182
18.608017 -0.894802 -3.876389 160 157 144
18.886032 -1.502035 -5.009892 10 18 25
15.348001 -1.547464 -8.432783 20 21 24
16.167381 -0.605362 -8.358872 175 184 186
16.056887 -0.713911 -8.379608 204 209 203
16.056887 -0.713911 -8.379608 204 209 203
15.734530 -2.249303 -8.814667 0 0 0
12.852267 1.367180 5.918058 159 179 161
16.597456 13.725454 1.878769 60 56 48
12.840063 1.255618 5.912766 128 135 128
12.875472 0.703761 5.815392 251 251 221
12.726293 1.533092 5.972731 140 167 135
7.225494 -4.177915 4.117661 203 203 203
13.050466 -3.103489 3.740974 0 2 10
15.543159 -1.202120 -8.474733 8 7 10
12.487153 0.456232 5.918168 23 17 0
14.745040 -0.711756 -8.855153 45 45 55
9.610841 0.927371 2.050492 241 233 209
12.422995 0.593830 -8.953120 187 207 221
12.196177 0.440620 5.998980 8 7 0
9.101258 -2.013000 4.986431 124 133 133
12.622633 0.481330 -8.989504 39 54 61
13.003774 3.148331 -9.202945 145 149 151
14.476811 -0.497928 -9.354988 198 209 210
8.824426 0.410582 5.444126 233 232 207
16.035847 -0.538321 -8.453780 182 185 192
13.557213 3.051520 -9.327932 182 187 183
11.699566 0.378355 6.092730 4 1 0
14.517188 -1.074908 -8.786009 1 6 12
14.109305 -1.107589 -8.762916 204 207 214
16.034651 -1.227993 -8.850871 214 211 217
7.272156 -3.124366 4.206423 231 248 238
13.053742 0.807801 -9.149055 2 14 22
12.480470 0.553505 -8.968779 0 11 24
15.959112 -0.584573 -8.472528 216 218 218
11.283683 0.473589 6.151589 248 252 225
17.573050 -1.779078 -5.360489 7 12 18
15.488357 -1.145239 -8.515013 209 215 216
14.238696 0.308538 -8.882039 8 11 22
10.582058 -0.314358 9.890006 224 217 197
15.768239 -2.338672 -7.804618 219 217 215
13.900679 1.816463 -9.386687 20 24 28
18.611605 -0.865583 -3.808105 166 164 142
16.891357 -1.954608 -8.582230 146 144 145
17.541811 3.621096 -7.009376 167 178 165
17.668005 0.975416 -8.461637 181 186 194
18.529303 -1.032098 -4.423871 19 19 3
14.345632 0.250311 -8.840499 28 31 38
17.693766 -1.717435 -3.809229 5 13 18
17.803209 -1.272843 -3.651544 0 5 12
17.836432 -1.129103 -4.921191 0 0 0
17.598526 -1.816607 -5.155378 0 0 0
14.349889 -1.305320 -8.627445 5 1 10
13.874775 -0.202488 -9.363466 13 25 33
12.544644 2.820712 -8.687799 157 160 148
17.448009 2.335799 -8.381931 134 136 131
13.624688 1.828113 -9.349768 18 19 24
18.691540 1.993325 -8.008144 19 26 24
12.963118 1.560990 -9.198452 46 48 48
12.963118 1.560990 -9.198452 46 48 48
17.642895 -1.946646 -4.170469 0 1 9
9.100106 0.076183 7.062171 226 213 192
16.458994 -2.765504 -7.182846 14 7 10
15.623060 -0.823921 -8.563471 2 0 1
17.709686 -1.695603 -4.425977 71 74 81
17.709686 -1.695603 -4.425977 71 74 81
17.653708 -1.880304 -4.490710 61 66 74
15.512562 -0.757139 -8.629559 27 27 35
15.512562 -0.757139 -8.629559 27 27 35
18.705860 1.991591 -7.989666 177 182 178
16.562151 0.713920 -8.514627 183 184 189
15.423878 -0.058654 -9.815472 200 203 210
16.016804 -2.508850 -7.846735 225 218 218
13.997214 -1.066706 -8.375856 211 211 219
15.615273 -0.808327 -8.571334 52 49 55
19.279650 3.324997 -7.868836 177 183 186
7.506553 -3.290511 4.357099 206 228 230
7.506553 -3.290511 4.357099 206 228 230
14.662391 0.927118 -8.874720 1 4 11
7.374195 -3.195563 4.266914 189 207 204
7.374195 -3.195563 4.266914 189 207 204
17.180531 0.946385 -8.295330 22 25 34
44.149765 7.884883 66.381714 9 8 13
77.349098 -30.100979 -14.877973 35 39 52
32.736099 -10.985650 -2.187204 69 62 62
32.660069 -11.196797 -2.229794 250 244 237
79.018890 -30.920303 -15.517762 16 26 32
80.785980 -27.938478 -14.333508 0 4 17
30.762999 -8.536126 -1.127803 59 65 66
78.885185 -27.191788 -13.814342 0 5 10
78.885185 -27.191788 -13.814342 0 5 10
32.592548 -12.066856 -4.838592 10 9 12
34.403820 -13.251893 -4.413155 214 214 214
31.383287 -7.555521 1.093120 0 5 13
29.252359 -4.723712 0.357800 79 87 94
153.570831 -69.091728 -15.978854 25 24 29
74.963188 -21.606590 -11.096027 15 15 15
40.298656 -13.223983 -3.976820 4 3 6
44.096012 -15.147856 1.366547 48 44 53
116.674370 -64.776421 -14.058229 35 32 36
27.822203 -4.316227 0.162381 3 11 16
27.700182 -5.753293 -0.247961 22 21 26
27.700182 -5.753293 -0.247961 22 21 26
28.306824 -4.101129 0.684044 49 65 65
27.474386 -5.120048 -0.022316 28 22 17
27.474386 -5.120048 -0.022316 28 22 17
43.535839 -11.499008 -3.804590 213 218 214
30.404499 -7.430842 -0.720741 78 80 80
13.148282 1.345287 5.815934 141 173 140
26.716759 -3.475725 0.569022 25 35 41
84.730629 -44.986645 -8.447521 209 207 208
37.946041 -11.704203 -5.533114 10 11 16
94.281693 -40.733753 -6.495530 149 148 153
54.853970 -14.643644 -7.001739 189 198 198
38.705544 4.340457 4.931253 13 12 3
38.611019 4.033350 4.829860 247 255 243
38.611019 4.033350 4.829860 247 255 243
50.796917 -20.455664 -7.992407 5 14 16
71.170074 -13.517660 -4.473746 2 3 8
80.153580 3.262194 -0.955010 116 117 122
50.049686 -20.551651 -7.911065 226 233 231
78.892273 3.208131 -0.843358 136 137 142
49.817551 -20.485878 -7.849507 13 19 20
49.817551 -20.485878 -7.849507 13 19 20
49.930561 -20.080242 -7.721440 56 60 62
49.444897 -20.362417 -7.784687 209 218 218
49.444897 -20.362417 -7.784687 209 218 218
64.923973 -26.067934 -7.382807 212 217 216
49.802681 -19.918152 -7.656332 206 212 213
49.802681 -19.918152 -7.656332 206 212 213
49.287643 -20.210575 -7.703516 41 47 48
49.287643 -20.210575 -7.703516 41 47 48
52.241161 -17.025784 -6.837035 30 35 34
43.179390 -9.981812 -6.561746 34 36 36
54.309479 -26.120485 -4.487916 219 214 211
43.796101 -14.951903 -5.038423 195 196 201
33.637203 -13.035767 -2.984269 219 214 213
42.012897 -9.650992 -6.173674 39 43 47
10.079182 1.114441 1.999790 6 9 0
11.791908 0.740015 -2.121462 156 157 160
73.822998 -1.765186 2.720668 0 0 0
11.034554 0.903553 -1.839689 131 133 118
22.169476 -2.979545 -0.335648 0 2 9
50.184269 -18.180668 -5.653250 5 4 7
48.124451 -14.731243 -5.494544 0 2 4
10.914468 2.085386 -1.548658 179 142 160
45.894238 -13.872052 -4.903022 41 43 38
24.007788 -4.031272 0.836145 66 71 79
24.011246 -4.346645 0.753491 63 68 76
47.388096 -14.458847 -5.286665 27 31 33
10.220340 -2.830012 6.370700 160 164 168
34.343807 -13.526323 -3.250367 33 27 32
34.974323 -13.970197 -3.077885 7 0 0
46.293613 -18.271704 -5.937449 67 72 68
46.071159 -13.893401 -4.938668 28 30 25
51.001633 -8.368423 -3.455503 16 15 20
32.430565 -12.289725 -2.847026 210 205 202
56.196503 -16.694721 16.522228 2 11 22
44.825241 -13.640320 11.357931 30 26 35
44.825241 -13.640320 11.357931 30 26 35
12.988936 -0.391436 5.223693 174 180 183
39.451202 -8.851210 9.608434 61 71 79
9.281696 0.322573 2.542051 71 75 46
8.049635 -1.555883 7.325695 195 200 199
12.040304 0.527999 5.989488 18 19 0
7.718719 -2.173813 11.235931 195 200 199
29.611633 -7.480655 7.432961 0 9 20
67.706192 -18.639296 17.556145 0 0 5
28.657976 -4.948632 5.894862 24 33 44
31.655251 -8.311344 7.951044 0 6 15
10.422522 0.408970 3.331289 241 238 214
16.067959 -6.728517 5.340590 20 25 19
13.417581 0.565101 8.286450 26 29 9
9.440857 0.285327 6.433713 12 12 0
9.440857 0.285327 6.433713 12 12 0
12.794165 1.262746 6.037638 102 119 111
11.138989 0.511486 4.592885 50 58 33
7.064682 -3.769466 5.271770 173 190 192
9.066624 0.277905 3.674519 234 237 215
11.368810 0.520487 5.116409 239 249 223
10.534454 0.317845 6.087475 218 226 205
9.799978 0.385562 6.160001 42 52 28
9.989464 0.366265 5.494802 0 0 0
14.287643 1.352072 6.535689 165 185 167
14.287643 1.352072 6.535689 165 185 167
9.969125 -3.957731 4.790171 169 182 181
12.564810 0.588811 6.033581 226 231 207
9.415677 0.344969 4.378428 33 36 16
10.253583 0.404840 6.066288 219 217 197
9.669545 -2.295230 4.792904 153 162 164
10.402849 -3.009593 4.743390 150 160 164
9.517426 -2.107928 5.430746 145 150 156
6.662250 -4.713208 5.086302 21 24 14
7.989761 -0.070804 7.875088 23 14 0
6.852511 -5.525048 14.204016 137 143 144
12.900762 0.070869 6.175717 231 214 190
12.857097 1.672459 5.339117 152 185 160
12.872293 0.779431 5.221920 245 245 215
12.925623 1.775764 5.316664 177 204 184
13.113932 1.738713 5.155219 153 177 155
13.113932 1.738713 5.155219 153 177 155
11.574444 0.391194 6.475555 236 238 212
13.222342 1.545730 4.996201 137 169 138
8.335090 -0.060421 7.828605 16 3 0
104.587395 -82.816879 -13.307532 15 14 19
13.960744 1.056472 3.933505 180 180 177
7.341452 -7.278676 16.674923 165 166 171
5.028403 -9.681683 18.137287 197 206 206
43.812733 26.430916 9.929451 208 207 200
10.385631 -7.542463 19.422472 207 220 221
10.393016 0.161383 7.209836 241 240 213
37.373550 4.736171 2.231824 190 191 181
37.373550 4.736171 2.231824 190 191 181
7.931380 -9.784882 20.623623 157 161 165
31.017464 3.672168 -0.065841 220 228 218
9.072967 0.079080 7.633098 45 38 18
75.493416 -30.732725 -23.367485 203 208 214
12.699706 -3.689831 11.249861 3 0 0
12.699706 -3.689831 11.249861 3 0 0
0.222827 -27.155649 71.176468 154 157 164
14.646214 1.384752 4.140644 50 50 45
12.304576 3.228672 -5.817091 13 21 28
12.304576 3.228672 -5.817091 13 21 28
17.665293 5.385344 -6.156274 47 43 56
17.644369 -45.340393 106.257835 182 197 202
11.280337 -7.963267 20.690668 165 182 188
11.280337 -7.963267 20.690668 165 182 188
10.861497 0.296428 6.931448 240 234 211
9.595324 0.262451 7.413818 22 26 0
15.669704 1.452103 2.213237 5 0 0
67.477150 -37.325035 -14.581788 205 217 223
15.677741 1.599218 2.495502 32 19 16
7.284659 -5.732487 14.634645 148 153 159
14.579513 1.367872 4.308878 196 197 189
7.743561 0.072666 7.836179 228 231 207
54.937271 -14.204928 -8.294914 9 17 24
9.888521 0.214267 7.362609 27 25 3
7.418877 -15.261219 28.318420 163 169 170
55.745182 -14.642092 -8.388294 0 1 4
12.952262 0.751584 5.086371 41 38 12
5.780985 -18.393217 30.612387 0 0 1
9.241529 0.176537 7.553073 57 50 30
8.999480 0.105218 7.640187 224 217 197
9.241529 0.176537 7.553073 57 50 30
8.569630 -14.348672 28.391348 171 182 181
72.889183 -35.189167 -20.648680 0 16 30
9.173151 -9.039452 20.598682 174 178 182
21.051598 -9.648243 3.044157 12 22 28
8.385063 0.025647 7.765911 236 229 211
18.280783 -0.437719 -11.249408 203 207 211
69.468529 -47.568371 22.016537 185 191 194
69.468529 -47.568371 22.016537 185 191 194
7.857319 -0.067636 7.891547 22 18 1
9.188338 -3.980108 5.161543 142 148 151
6.391564 -5.272309 13.645239 135 142 140
7.796973 -0.044835 7.891484 22 16 0
10.777182 0.360833 6.989695 232 230 208
55.867142 -32.928436 -19.449865 214 222 231
7.804751 -0.077968 7.881980 26 17 0
34.362286 -8.061584 0.576589 11 12 17
10.874499 -0.406845 -4.954782 204 216 222
15.647989 2.392482 3.231321 53 44 13
51.866528 -10.553696 -8.209810 25 30 38
102.337143 -65.327713 -23.555836 9 8 13
67.574135 -35.402107 -14.355119 15 23 30
17.818697 1.243631 3.568750 202 204 204
10.290483 0.400681 5.722261 32 23 4
42.725395 -10.987250 -7.294496 0 6 8
8.323712 0.520135 5.050422 229 225 206
17.945232 1.619282 3.837816 14 7 21
38.408577 -14.591307 -5.370327 149 154 160
75.897308 -41.956444 -35.695290 181 203 217
46.461681 -21.034491 -8.443978 14 15 18
82.688950 -44.645817 -5.885485 4 15 16
38.762028 -9.493751 -7.439802 1 10 12
46.009880 -18.714495 -6.805295 0 0 0
40.328045 -15.192254 -8.101757 173 189 189
15.640076 -9.112532 0.011049 53 61 68
107.057709 -45.595985 -50.128036 171 194 203
8.032050 -0.982504 14.219763 90 89 62
38.528488 -22.905390 -5.715511 84 68 66
12.478515 -34.714912 38.205891 16 20 24
53.102238 -34.789684 -7.510894 208 206 204
9.928853 0.568100 5.408962 22 16 0
94.901703 -76.371605 -23.132025 23 24 29
9.363079 0.596655 5.067611 9 7 0
49.707321 -22.073566 -19.432865 11 26 31
1.540180 -31.332327 48.895309 161 175 185
113.328857 -84.990517 -25.239742 48 57 57
42.116962 -11.397367 -4.351225 137 146 148
113.182426 -59.682610 -49.077377 61 86 99
42.263470 -11.347422 -4.408884 0 0 0
134.536774 -73.286293 -54.499916 15 29 41
45.338356 -10.228116 -22.195000 161 159 157
14.152810 -6.504562 -0.414164 12 15 22
8.358081 -1.418389 2.663083 167 173 174
26.660185 -4.611733 -23.764490 30 38 47
26.660185 -4.611733 -23.764490 30 38 47
25.667294 -8.191170 -17.334908 13 18 24
37.221996 -21.288031 -19.926439 32 27 29
12.202820 -3.552399 2.115993 244 255 255
12.654318 -3.847931 1.879345 210 227 231
26.291296 -6.786406 -19.333868 0 5 16
17.832918 1.285679 3.551193 212 214 214
22.811001 -4.791591 -12.600787 6 12 15
7.611930 -2.762977 2.530547 222 239 245
20.082476 4.466793 -8.342103 147 155 162
29.311911 6.712176 -21.331913 152 156 160
9.568310 -4.751308 1.482386 31 31 41
20.287498 -2.064209 -17.678513 31 36 46
29.266829 0.477000 -22.642742 8 12 16
31.064714 -10.710547 -27.238995 16 28 36
19.481167 -3.343245 -14.382156 28 45 49
24.995340 -2.871576 -11.329028 0 2 6
15.298765 -4.648828 -0.119894 43 36 39
38.979565 -12.746783 -35.058407 93 114 123
96.187317 -22.642115 -83.926163 37 35 31
28.752817 1.045494 -17.693127 172 156 123
36.534859 1.099526 -30.133299 20 19 22
24.016615 -6.979481 -17.540499 27 35 40
32.196583 -12.561422 -18.729254 39 37 35
31.043613 -15.894620 -19.386848 0 0 0
25.036037 -6.927074 -14.724355 17 17 25
25.036037 -6.927074 -14.724355 17 17 25
53.505447 -20.752947 -44.453465 2 15 16
117.134346 -19.152811 -94.823746 171 171 171
26.033989 -8.133555 -18.777180 33 38 46
9.411035 0.310024 6.855772 219 220 197
30.025114 0.586766 -23.883118 18 19 24
26.598982 -2.187133 -18.224754 0 0 0
25.930347 -7.567305 -12.168792 224 219 221
25.043203 -6.646309 -14.593561 2 0 1
8.148544 -1.658777 3.682294 151 164 163
26.598982 -2.187133 -18.224754 0 0 0
14.735335 -3.296928 1.123421 143 153 150
22.990053 -3.168244 -20.566395 31 36 46
27.471514 -3.497052 -25.512094 19 41 53
27.471514 -3.497052 -25.512094 19 41 53
25.359638 -11.075170 -17.486143 200 198 208
24.892008 -2.569324 -12.233827 0 0 6
30.537004 -11.116018 -20.946663 40 45 53
12.488597 -1.861501 16.062271 219 220 197
17.937160 1.862709 3.770885 13 11 23
8.506202 0.404626 -1.178970 161 160 153
54.922771 -23.110027 -5.931465 36 40 42
42.740505 3.685881 4.230205 176 179 171
9.558264 -10.590382 7.763062 0 0 0
42.908081 2.401818 7.551830 223 229 216
61.625896 -16.988411 -2.951774 0 0 0
56.444000 -15.328198 -2.867123 0 0 0
74.883278 -33.261978 -7.149848 23 32 32
7.901775 -3.091885 7.116219 125 131 132
60.876122 -24.501661 -3.787240 9 21 27
41.634365 -9.734268 -2.105548 151 161 165
47.883022 -29.550558 -3.949455 1 0 6
98.439407 -51.853802 -12.353571 33 37 41
52.909428 -25.476807 -10.876790 204 212 217
9.242457 0.085323 7.507561 235 228 212
9.662124 -4.047433 5.192612 136 146 150
96.073837 -49.028782 -11.620710 41 43 38
40.783749 3.006413 7.494062 172 187 201
42.765430 2.293920 7.441833 29 36 20
42.765430 2.293920 7.441833 29 36 20
58.274143 -35.789070 -5.963220 37 38 43
66.176331 -18.566444 -3.568638 0 4 8
66.176331 -18.566444 -3.568638 0 4 8
19.114258 1.269129 6.199672 1 15 27
69.091148 -32.236553 -11.195004 32 38 41
9.247717 -2.257971 1.976436 159 168 170
44.279808 2.168916 8.454712 148 153 147
7.775679 -1.037498 -0.994460 190 214 214
12.417718 0.418470 5.938013 212 205 185
8.606807 0.504670 4.947220 0 0 0
9.534246 0.457767 5.984756 37 40 20
12.868182 1.521416 6.278731 151 168 158
9.157107 -3.025491 3.893514 146 155 157
9.531407 0.435789 6.045260 33 34 15
9.171174 -2.567177 4.351882 147 155 164
8.982109 -5.040416 4.177414 196 215 223
8.982109 -5.040416 4.177414 196 215 223
8.936165 -3.890685 4.175245 149 158 158
8.647981 0.488764 4.368130 104 100 83
10.456473 0.353904 5.965553 33 31 11
11.254939 0.540378 5.984010 28 33 11
11.612896 3.453342 -15.565104 0 6 13
19.740370 -6.652464 -13.671538 18 12 17
10.120189 3.991076 -13.667728 225 243 242
11.868937 2.664211 -15.249273 4 1 5
17.462315 -3.408008 -16.329565 4 1 5
31.310308 -12.281927 -14.214565 51 53 53
12.541877 1.813536 -14.898009 8 1 4
12.117273 -4.309277 3.940174 179 187 192
12.117273 -4.309277 3.940174 179 187 192
24.636024 -6.156382 -23.500027 1 11 29
24.806005 -1.641579 22.101976 11 18 30
13.958211 0.420974 -15.729471 36 40 44
12.413827 0.479070 5.670073 234 231 207
14.437001 -0.350011 -14.832241 0 0 0
12.394987 2.942707 -15.748559 0 0 3
21.314634 -5.242103 -15.011292 16 18 18
43.658081 6.443206 -4.211215 4 10 1
13.152326 1.192477 7.162411 130 143 127
13.202078 1.316071 7.314388 142 169 149
31.471342 -12.770439 -14.228990 34 33 36
34.244350 -17.040503 -14.617381 16 16 16
34.466671 -17.183895 -14.658733 16 18 18
19.824591 -1.066952 15.806167 0 0 0
19.571196 -1.223025 15.439714 199 192 192
10.393620 4.431232 -12.844181 32 25 5
20.801174 -4.588241 -16.032887 207 206 209
13.561668 0.662589 7.479074 145 158 131
13.633137 1.153280 7.893925 143 175 142
11.805773 0.872097 4.948009 228 232 205
11.277533 3.285814 -15.036780 0 0 0
13.870200 1.437123 8.360273 178 192 185
101.805359 -88.064552 -60.280537 30 33 42
90.339157 -74.741188 -22.920797 50 53 60
91.752052 -75.673508 -23.364338 190 195 201
91.752052 -75.673508 -23.364338 190 195 201
9.982616 1.337190 2.343973 37 33 12
104.674637 -89.849640 -25.062895 199 210 211
98.724319 -82.928436 -24.339764 32 35 42
11.270452 -4.184446 1.384942 152 159 157
18.982512 -9.867380 14.532167 156 162 165
14.550919 -10.794537 -0.041476 255 255 255
24.081085 -6.348541 -20.907513 186 195 208
13.854598 2.372418 -14.804117 0 0 4
10.850336 6.541231 -14.883659 0 0 0
9.450001 1.515424 1.697176 224 226 200
9.450001 1.515424 1.697176 224 226 200
103.291252 -22.122631 -24.114704 22 15 18
103.291252 -22.122631 -24.114704 22 15 18
13.767816 -8.902419 1.324461 19 18 21
11.199308 -0.862324 4.250975 204 188 157
18.132671 -1.591776 -13.608329 220 219 222
9.458828 -2.442354 -0.620394 156 166 170
9.492093 1.432620 1.692594 39 28 11
12.609746 0.559505 6.033435 242 238 217
13.131436 2.155799 -15.081473 194 196 196
12.856547 0.586308 6.441885 239 242 211
12.854427 0.592895 6.428998 239 242 211
39.822395 -16.615360 -36.512321 214 221 235
14.902336 0.505811 -15.749027 4 9 17
15.358978 0.135157 -15.963986 0 3 5
32.081245 -12.797269 -14.273479 226 227 230
32.081245 -12.797269 -14.273479 226 227 230
11.585593 1.687137 -11.488479 1 9 16
15.567542 1.177160 -17.485727 17 32 39
15.567542 1.177160 -17.485727 17 32 39
10.866594 -2.340645 2.980710 187 201 211
11.702003 5.198021 -15.956948 187 195 200
16.788307 -8.975019 10.413114 178 184 187
9.392292 -2.376103 -0.695485 152 156 158
9.277110 2.548933 -9.457513 221 241 244
10.248446 -2.552020 0.998949 132 137 143
28.983414 -2.677147 -29.164438 24 36 44
9.521849 1.449069 1.744533 235 228 208
9.521849 1.449069 1.744533 235 228 208
48.845531 6.582204 8.702155 220 228 218
90.614655 -16.092934 2.964565 197 203 206
22.489178 -2.554974 -3.291140 12 1 0
12.494316 -5.711221 8.492659 201 216 223
15.933756 -0.823600 -6.802529 0 4 9
16.969566 -0.853067 -5.544507 0 0 0
17.400181 -1.089248 -5.290344 0 7 12
18.646563 -1.210005 -3.706884 18 24 25
16.143354 -0.877923 -7.210061 6 10 12
12.781017 -3.339203 27.551996 234 227 200
32.231686 -11.565686 -14.625730 30 41 54
19.306261 -1.254233 -3.390696 204 205 184
9.962502 0.567339 4.636018 44 48 21
19.294355 -1.345055 -3.550868 141 143 115
13.338861 1.779278 6.415949 178 192 183
18.064629 -1.369546 -5.413742 0 0 0
12.747937 -0.254006 10.402280 42 33 6
19.583124 -1.656093 -3.862372 169 167 136
17.082703 -0.305039 -4.265644 0 0 3
17.936035 -1.795724 -6.051251 25 25 22
17.936035 -1.795724 -6.051251 25 25 22
19.889822 -1.838937 -3.917708 158 162 133
20.013939 -1.815446 -3.840191 204 207 185
14.874030 1.079512 7.401845 0 0 0
20.219093 -2.396301 -5.156411 0 0 3
40.314480 -19.179136 -6.095746 212 213 218
16.847996 -0.596134 -6.354422 76 82 85
64.015671 -9.875710 -3.430242 202 207 206
65.037689 -9.641217 -3.467662 20 25 24
20.638105 -2.039371 -3.789391 41 43 28
40.314480 -19.179136 -6.095746 212 213 218
58.981911 -33.999546 -1.796435 186 187 192
10.307700 0.515453 4.777770 235 227 205
10.307700 0.515453 4.777770 235 227 205
12.960443 0.697642 5.960407 41 38 12
11.142990 -4.981750 7.139347 158 163 169
21.724796 -3.103023 -4.626297 81 86 92
98.689255 -56.259724 2.492145 207 212 211
23.354771 3.015706 -8.313938 172 183 184
50.074169 -27.714746 -8.233115 9 7 8
38.097824 -23.098265 -13.488526 18 18 26
99.021027 -72.333130 -23.714663 5 16 15
99.021027 -72.333130 -23.714663 5 16 15
42.976112 -29.192513 -7.656302 0 0 0
15.218533 1.613088 3.153902 182 170 175
35.013451 -21.499382 -7.131925 13 6 9
49.885967 -25.792515 -16.950758 12 24 30
10.041121 1.134041 2.867784 35 25 3
96.479820 -68.804703 -23.318995 33 42 44
9.637119 1.241077 2.522305 232 242 220
68.602806 -5.889416 -11.997766 154 145 128
53.838840 3.908914 -11.372440 157 157 152
54.146610 4.279738 -11.378623 125 133 138
66.955193 -17.216660 -17.605389 6 7 12
55.422512 3.882997 -11.726174 159 160 152
55.422512 3.882997 -11.726174 159 160 152
29.550825 -10.309455 -14.550786 190 206 217
27.480724 -12.563696 -12.434674 17 25 32
10.072263 1.128868 2.883385 236 228 206
10.072263 1.128868 2.883385 236 228 206
97.642021 -71.378258 -23.317017 216 225 227
24.153650 6.464213 -7.297334 185 191 180
24.704069 -7.364577 -14.260864 8 7 10
32.522709 -17.346233 -16.763685 0 0 0
19.777941 -3.532482 -6.135855 0 0 0
11.613524 -1.933614 1.592858 163 173 177
12.205649 -3.097965 1.529542 210 227 231
15.997810 2.354231 2.622823 22 35 50
11.866168 -2.907137 1.808964 244 255 255
27.869255 7.251950 -7.975935 141 147 138
25.309650 6.888801 -9.303260 145 158 144
25.309650 6.888801 -9.303260 145 158 144
114.883110 -83.304436 -85.124802 0 0 4
13.193624 1.543025 5.868828 166 192 169
41.570648 -23.796656 -31.459496 4 2 10
29.302299 -8.974627 -16.558138 17 16 19
11.183615 -1.525850 12.236199 43 41 19
24.132633 6.269083 -7.425380 0 0 0
29.247534 -2.183977 -17.143709 11 10 15
28.494123 -9.168976 -20.240074 50 60 68
30.746141 -10.801721 -20.849222 191 195 199
27.050100 -0.337558 -16.733831 0 5 11
12.887529 1.522758 6.169355 0 9 0
21.276308 -4.860141 -15.733406 24 39 44
21.375389 -3.810699 -6.402264 20 28 33
54.632847 -21.346027 -38.186535 210 216 219
21.143696 -2.679100 -5.989118 61 69 76
45.115978 -17.864786 -46.452229 19 46 60
45.818577 -20.934752 -9.602966 10 15 23
97.583817 -58.014923 -6.910924 33 28 25
26.428478 -7.524806 -0.160039 1 6 14
24.672039 -6.432081 -0.543243 27 28 33
16.829079 1.880089 4.572276 1 15 27
21.887325 -4.950846 -0.022692 6 14 21
50.221146 -16.898100 -1.840144 1 11 19
49.442646 -18.372385 -3.494860 3 15 21
9.182343 2.845609 -1.414192 175 182 180
25.034536 -4.123281 -0.270703 6 12 15
53.489956 -28.250639 -10.068081 210 216 219
9.741370 -1.685046 2.485976 149 161 169
9.741370 -1.685046 2.485976 149 161 169
36.910919 -11.296214 8.514330 81 89 94
9.682495 -1.426911 1.957911 0 0 6
17.580153 1.361346 6.203806 4 19 35
10.138262 -2.397454 4.714438 129 137 142
12.932110 1.197946 6.153480 130 144 135
13.096988 -4.224168 3.821455 93 84 76
44.363586 -16.683020 21.470234 147 147 147
15.793107 1.895585 6.219529 40 36 28
9.936707 0.515458 5.165362 228 236 215
9.936707 0.515458 5.165362 228 236 215
11.762011 2.745169 1.154697 162 189 159
11.762011 2.745169 1.154697 162 189 159
10.329852 6.461785 -18.162619 19 19 19
11.657674 6.543597 -19.226498 1 2 7
11.657674 6.543597 -19.226498 1 2 7
12.689869 2.086308 -11.308975 13 6 9
12.689869 2.086308 -11.308975 13 6 9
11.883185 6.530343 -13.969649 177 183 172
11.420637 6.532412 -19.049765 6 7 12
10.088845 5.132712 -16.736420 8 17 30
10.088845 5.132712 -16.736420 8 17 30
22.851151 6.476795 -28.174725 22 23 26
42.489239 14.772141 -44.056580 198 194 188
10.980597 3.938380 -15.449844 8 8 8
15.951810 6.659448 -10.894136 186 192 181
15.953987 6.740053 -10.883003 154 156 139
11.088083 6.346664 -18.553226 15 0 0
11.403804 6.603227 -19.185339 17 18 23
11.255016 6.322488 -18.592892 238 200 202
11.269505 6.313466 -18.587349 226 195 201
11.746191 -2.251617 -0.932259 214 234 239
41.813953 -6.616449 -44.658405 32 37 43
11.732820 -2.254017 -0.853151 217 237 240
11.732820 -2.254017 -0.853151 217 237 240
155.235794 50.673244 -139.227219 202 206 189
10.136889 5.093879 -16.719906 4 14 18
10.815733 3.969331 -13.853229 15 16 21
9.145717 5.494013 -16.549635 0 0 0
11.658599 -0.715571 -7.553945 22 25 34
12.593093 2.340594 -12.055959 0 0 2
12.646791 2.490928 -11.918824 0 2 5
10.208797 5.796217 -17.025070 48 43 40
10.208797 5.796217 -17.025070 48 43 40
10.074387 5.784761 -17.003622 5 3 4
12.599153 3.019606 -12.460943 15 19 23
26.180502 11.587473 -34.105637 193 170 167
9.707235 4.976704 -16.652880 6 3 9
18.624060 8.677816 -14.406330 255 253 250
18.624060 8.677816 -14.406330 255 253 250
9.292520 5.621770 -16.798689 0 6 16
16.298754 -0.184819 -15.802313 25 27 27
9.515805 5.447688 -16.797771 27 30 37
18.764946 8.009562 -23.246494 0 0 0
12.609209 2.299039 -11.932076 13 14 19
12.652797 2.187087 -11.577861 21 12 23
16.759480 7.872442 -17.841209 126 130 134
16.759480 7.872442 -17.841209 126 130 134
12.652797 2.187087 -11.577861 21 12 23
12.695284 2.746072 -11.600235 0 3 9
88.141312 35.688148 -70.145569 180 182 179
10.726938 3.794065 -15.952489 14 12 10
12.652797 2.187087 -11.577861 21 12 23
10.276028 4.273157 -16.094086 36 35 38
10.276028 4.273157 -16.094086 36 35 38
29.530119 11.794286 -29.509489 185 184 187
