# 3D points
# X Y Z R G B
14.804052 -1.391417 -8.907223 46 51 57
15.057487 -0.956924 -8.885846 0 4 8
14.854773 -1.321185 -8.899822 76 76 88
12.490177 0.405169 6.006461 243 240 216
12.490177 0.405169 6.006461 243 240 216
14.136653 0.070920 -9.126946 0 5 12
8.036925 -2.305279 2.612845 201 218 224
8.404888 0.700590 4.476379 40 31 14
8.466715 -1.334816 4.009390 137 150 151
13.572430 -0.051895 -8.598468 198 209 210
14.778611 -1.807168 -8.863269 20 16 25
14.778611 -1.807168 -8.863269 20 16 25
15.223034 -1.062239 -8.824137 22 23 28
23.065109 -5.594353 -9.602959 46 47 52
15.243172 -1.028084 -8.819265 30 31 36
14.042212 1.581419 -9.446221 8 17 19
12.655776 0.527687 -9.107042 0 11 24
16.353985 -2.943305 -9.025145 37 31 38
15.634106 -0.796102 -8.697720 25 31 34
14.585634 2.143426 -9.538169 4 3 6
13.190647 0.231824 -9.332933 7 18 29
8.518310 -1.362182 4.049301 143 152 154
16.250299 -1.657393 -8.749937 187 185 183
15.750798 -0.924584 -8.634977 83 81 79
17.742941 -3.747229 -4.470910 238 250 243
17.742941 -3.747229 -4.470910 238 250 243
18.215446 -2.262778 -3.946713 0 0 0
13.381840 2.298435 -9.168065 96 49 58
17.188904 -1.056387 -4.293455 1 6 14
17.188904 -1.056387 -4.293455 1 6 14
12.949482 1.863891 -9.094517 28 22 27
16.112354 -7.830446 5.333099 166 177 188
17.738932 -3.700143 -4.552856 252 255 252
17.738932 -3.700143 -4.552856 252 255 252
14.580034 -0.626204 -9.024000 7 10 17
17.512510 -1.514138 -4.224356 0 0 6
18.140627 -0.947670 -3.742858 0 0 6
14.416091 -1.524301 -9.093742 41 39 47
13.441236 0.000719 -8.797836 0 0 4
15.577227 -1.952833 -8.575274 3 2 7
16.045727 -1.157593 -8.590485 17 15 16
8.447088 0.664152 5.007136 28 29 10
12.923756 0.374040 -9.092145 38 52 62
14.947643 -6.639832 1.309575 10 10 7
13.238736 2.365970 -9.144358 51 54 61
14.947643 -6.639832 1.309575 10 10 7
17.741640 -3.614081 -4.702927 239 246 244
14.947643 -6.639832 1.309575 10 10 7
13.265726 2.459824 -9.139222 6 7 12
13.265726 2.459824 -9.139222 6 7 12
13.253026 2.420976 -9.141210 28 29 34
14.967840 -6.725492 1.237296 193 195 192
14.967840 -6.725492 1.237296 193 195 192
10.556428 2.978412 -6.559557 152 156 160
10.889114 1.940530 -6.914490 0 4 7
16.053986 -1.561443 -8.389654 2 2 2
16.053986 -1.561443 -8.389654 2 2 2
13.027396 1.068598 -9.245096 191 201 205
11.936342 1.229007 -8.968095 42 76 90
12.437961 3.726875 -8.642696 145 149 151
15.034801 -6.720884 1.171016 179 179 176
8.495218 0.673081 5.034497 227 230 208
17.505894 -3.820608 -8.583392 10 2 8
12.005650 -6.166314 3.089314 30 31 34
8.627357 -1.113490 4.254489 237 235 233
12.140629 -8.659574 11.923842 190 189 194
16.367538 -2.991628 -8.485836 36 31 33
13.462494 0.035565 -9.129900 195 203 208
19.219378 -3.449097 -10.830949 20 21 24
15.212126 -6.623750 1.068722 0 0 0
15.453420 -0.064464 -9.354867 0 3 5
14.188163 2.153857 -9.221972 4 3 6
10.203694 38.637756 71.193466 76 74 70
14.780596 -0.850650 -8.217077 206 207 210
17.835567 -1.312704 -8.064071 148 158 164
15.085988 3.802115 -8.981503 182 187 193
8.594874 0.570421 5.094379 40 31 14
9.128906 0.600232 5.404678 245 253 232
23.318182 -3.098778 -13.552998 9 8 13
16.509232 -1.388641 -8.123095 24 21 27
12.526315 0.333368 -8.228588 0 4 12
12.252675 1.008031 -8.685581 53 80 92
16.437763 1.117188 4.628108 194 184 183
16.437763 1.117188 4.628108 194 184 183
16.589891 -1.280696 -8.082494 193 193 179
17.342867 -5.456628 -3.145021 22 27 35
17.342867 -5.456628 -3.145021 22 27 35
17.924717 -2.739248 -2.148280 145 149 151
17.924717 -2.739248 -2.148280 145 149 151
13.336810 0.123995 -9.126871 9 19 27
16.554914 -1.423590 -8.080119 199 198 201
16.534935 1.203735 4.629496 12 7 4
8.623560 0.596677 5.115916 234 230 213
16.610617 1.251809 4.555679 13 13 10
9.449006 0.038278 8.033491 26 27 4
13.119917 3.672402 -8.920106 20 24 26
15.283046 3.809345 -8.950941 8 14 15
12.877548 1.873839 -8.914977 9 12 19
108.098518 -51.086296 -51.778790 16 8 14
16.664400 -1.403097 -7.999202 19 23 27
17.860920 0.560134 -7.564449 9 0 0
16.682178 -1.371263 -7.987905 210 210 210
16.682178 -1.371263 -7.987905 210 210 210
13.058538 3.724360 -8.894055 161 168 180
7.230766 -1.946589 2.592327 220 232 238
13.088798 3.635325 -8.924258 1 5 7
16.707464 -1.407482 -7.944154 183 189 190
16.680361 -1.555635 -7.961417 202 204 201
16.264349 -2.463405 -8.098939 53 53 48
17.079390 -0.524768 -11.014937 8 11 22
14.073976 0.685272 -9.741953 19 24 30
12.988262 3.211434 -8.979618 186 174 174
13.021371 3.508993 -8.934693 145 152 145
13.001275 3.296257 -8.970120 192 181 178
18.536852 -0.273717 -7.447346 149 159 163
15.296253 3.795320 -8.951103 217 226 226
14.081319 1.496850 -9.160231 0 0 0
14.042830 0.718905 -9.734247 190 205 208
14.533772 0.411665 -9.099055 200 203 210
16.712627 -0.831501 -7.760860 168 178 184
12.883978 -0.467036 -8.070516 205 210 216
15.260120 2.543933 -9.066836 190 164 123
12.484379 2.016092 -9.002712 20 23 30
12.484379 2.016092 -9.002712 20 23 30
18.182173 0.681328 -7.212661 24 0 0
15.844360 -7.669446 -0.434052 255 255 243
15.850189 -7.685100 -0.477562 67 61 38
15.875443 -7.648450 -0.496996 243 239 220
61.626686 8.992396 14.284848 224 213 210
61.626686 8.992396 14.284848 224 213 210
14.270148 -0.332291 -9.974602 205 215 223
15.669163 -0.374868 -7.710824 0 10 16
7.053285 -1.708567 2.408221 231 248 238
7.042105 -1.728711 2.388495 177 190 189
14.564555 1.171217 -10.151735 37 35 31
64.022217 9.316939 14.089242 5 2 6
15.953672 -7.786463 -0.671872 239 238 229
7.061908 -1.511488 2.293869 210 225 232
7.061908 -1.511488 2.293869 210 225 232
15.953672 -7.786463 -0.671872 239 238 229
15.220656 -0.504938 -7.814416 25 26 29
14.927268 0.588374 -9.033280 222 222 219
17.106775 -2.283397 -7.670166 206 200 205
15.998028 -6.842617 -0.604567 29 34 40
15.998028 -6.842617 -0.604567 29 34 40
11.862594 1.254869 -8.860080 15 49 65
16.491098 -3.075153 -7.797338 203 196 194
16.491098 -3.075153 -7.797338 203 196 194
16.952192 -2.103591 -7.598996 202 200 198
16.952192 -2.103591 -7.598996 202 200 198
17.002186 -1.974322 -7.569748 197 198 188
17.002186 -1.974322 -7.569748 197 198 188
12.722062 3.771452 -8.822495 163 167 171
6.316649 1.103081 3.147671 124 127 136
6.982001 -2.370176 1.939568 224 210 192
11.266374 0.744987 4.946464 229 225 204
16.947750 -2.213974 -7.574057 20 14 19
16.510582 -3.149136 -7.761130 17 9 15
16.737309 -1.812654 -10.036491 172 173 178
17.810986 -0.066324 -7.084337 0 2 6
17.810986 -0.066324 -7.084337 0 2 6
12.843946 0.788371 -9.324336 53 73 85
12.843946 0.788371 -9.324336 53 73 85
16.605000 -3.070664 -7.699697 2 0 1
16.605000 -3.070664 -7.699697 2 0 1
12.237029 2.071539 -8.941463 50 49 52
12.269685 2.158150 -8.943851 27 28 31
12.269685 2.158150 -8.943851 27 28 31
16.127577 -2.277627 -7.511200 0 0 0
16.786037 -2.706861 -7.613728 2 0 3
13.549016 0.838578 -9.162803 22 27 37
13.549016 0.838578 -9.162803 22 27 37
17.048737 -2.160017 -7.492742 9 10 13
17.048737 -2.160017 -7.492742 9 10 13
16.642706 -3.073506 -7.679261 63 58 57
8.974199 -1.887658 4.143025 167 173 174
16.634706 -3.067806 -7.673061 63 58 57
16.634706 -3.067806 -7.673061 63 58 57
16.787735 -2.745424 -7.599640 191 188 192
16.790459 -2.774487 -7.596245 61 58 62
16.790459 -2.774487 -7.596245 61 58 62
17.091141 -2.114932 -7.436732 212 195 201
17.091141 -2.114932 -7.436732 212 195 201
11.212377 0.530245 6.023832 248 252 225
13.460524 0.841346 -9.159190 6 15 17
16.230484 -2.391757 -7.370348 26 21 23
16.462315 -2.001268 -7.273252 41 36 38
11.194439 -5.921056 3.275478 191 192 197
10.963818 -2.869462 -0.620676 177 179 179
22.016012 -4.680686 -12.165828 39 37 35
16.905575 -3.311026 -7.332829 14 7 10
16.923227 -3.301126 -7.309398 70 65 67
16.916626 -3.296714 -7.303776 61 56 58
14.621156 0.305795 -9.082658 183 192 192
15.593963 -1.198255 -9.424075 180 181 186
9.671604 0.076879 7.726345 43 41 19
13.679811 -0.081458 -9.131427 16 24 33
16.962971 -0.738037 -9.588983 0 0 0
15.762486 -2.572071 -7.923815 224 219 218
15.444630 4.052610 -8.895726 1 6 14
15.927018 -1.711229 -7.039080 41 36 38
19.109547 6.058842 -9.855559 11 0 14
16.401537 -3.003164 -7.886879 199 194 193
16.401537 -3.003164 -7.886879 199 194 193
17.077322 0.207667 -7.603144 0 2 6
6.589609 -0.928868 1.744292 95 62 23
15.253166 1.100578 -8.967754 192 193 196
12.297517 1.361506 -8.983268 30 38 47
8.953312 0.564178 5.307932 14 13 0
17.719364 0.215338 -10.242547 131 129 130
16.612932 -1.336721 -8.054719 219 224 220
17.450500 -3.961008 -2.723719 9 17 24
16.143293 -2.727534 -7.319058 29 27 37
16.143293 -2.727534 -7.319058 29 27 37
14.012526 -0.309003 -9.110065 27 35 40
8.878656 1.404052 16.183510 48 41 41
16.671057 -3.042818 -7.647598 222 213 209
16.827440 -2.664719 -7.551302 40 37 41
32.117157 -10.292682 -16.075750 208 205 209
16.718950 -3.113012 -7.583481 29 27 37
15.217994 0.559787 -9.996635 57 74 69
13.487967 2.408334 -9.171094 104 68 78
13.487967 2.408334 -9.171094 104 68 78
13.507397 2.392087 -9.173236 204 187 193
13.507397 2.392087 -9.173236 204 187 193
16.019445 -2.650297 -9.389437 213 217 219
14.266979 -1.406528 -8.995537 211 216 224
13.193837 2.096903 -9.110972 29 34 40
17.851137 -3.674576 -4.212363 9 18 29
17.851137 -3.674576 -4.212363 9 18 29
17.352184 -5.550356 -4.016360 91 92 95
17.352184 -5.550356 -4.016360 91 92 95
16.631264 -7.170961 -1.790988 222 214 201
16.645357 -7.070403 -1.759078 250 239 224
15.069695 -2.020088 -8.584167 214 213 218
10.704333 0.513478 5.939419 234 230 209
16.807493 -2.646669 -7.609670 81 75 80
16.807493 -2.646669 -7.609670 81 75 80
12.797523 0.532077 -9.091972 3 17 29
38.717651 7.989379 -5.333199 0 0 0
17.718683 -3.675701 -7.530550 231 219 209
6.848672 17.464035 28.845661 69 67 65
10.926732 -4.487024 3.832122 157 168 169
17.172571 -1.477905 -11.042480 41 45 49
13.110050 3.643181 -8.926167 166 171 167
17.719881 1.862480 3.850178 6 3 7
15.548504 0.488278 -10.466540 59 75 73
16.652103 -2.037528 -7.890302 81 79 77
16.912518 -2.042630 -8.307477 218 215 219
15.360965 -1.142189 -8.765656 198 202 204
12.908516 0.392150 -9.090529 192 212 226
14.588696 -6.252101 1.784258 23 14 25
15.688575 -0.942964 -8.660466 201 201 209
6.544488 -0.908723 1.623321 73 36 0
46.918339 28.255470 -10.581422 11 19 0
14.999414 -0.931555 -8.068540 229 231 231
16.473009 -1.163995 -8.185770 196 193 180
16.470678 -3.087673 -7.813783 218 213 212
14.556156 -6.367028 1.754419 35 28 38
18.535107 2.299879 -9.591806 143 141 121
13.139017 2.642475 -8.312816 156 148 156
15.099719 0.048287 -8.955172 188 191 198
16.043539 -0.184808 -10.355461 195 203 208
12.939125 0.746117 -9.465647 188 210 222
16.765299 -2.865085 -7.595998 209 197 199
14.178845 -1.358177 -8.769337 204 207 214
13.089998 0.629260 -9.122906 32 48 57
13.457462 2.064366 -9.350689 29 34 40
13.457462 2.064366 -9.350689 29 34 40
16.804287 -1.645815 -7.841648 224 219 216
13.606579 -7.618161 5.370614 11 10 13
10.269075 1.467051 2.134085 221 225 198
10.694739 -2.667639 4.458839 147 152 151
10.694739 -2.667639 4.458839 147 152 151
5.107922 1.113362 5.259699 178 178 173
9.793850 -5.233556 5.563381 187 206 195
10.556482 1.869568 -1.639882 5 14 16
16.514458 -7.017526 5.812773 0 4 8
29.954628 -11.011752 1.236196 244 255 248
25.648174 -3.387509 0.383040 25 35 41
30.130091 -11.001176 1.116289 223 231 219
27.752808 -4.858266 1.257722 0 0 4
8.562689 0.731567 4.772121 26 27 8
16.586027 -7.952851 3.384110 13 13 10
16.586027 -7.952851 3.384110 13 13 10
30.947014 -11.369702 1.103848 211 217 208
16.653288 -8.099771 3.351408 191 195 199
16.653288 -8.099771 3.351408 191 195 199
10.677760 -6.394075 5.331732 186 203 209
25.767319 -3.797688 -0.268120 41 46 54
9.012193 -0.080062 8.218019 202 203 184
16.763100 -8.123585 3.318545 190 194 198
48.684132 -17.629906 -9.513662 18 23 33
13.569502 2.604925 -0.825709 203 203 198
124.739937 -59.711063 -11.877934 0 0 3
12.115964 1.894042 -0.491065 0 4 8
12.147990 -0.140087 8.697689 241 240 215
17.028212 -8.061499 3.296926 1 1 0
102.079338 -58.896976 -12.827868 214 214 214
76.610344 -33.318764 -9.317313 182 187 186
115.734360 -49.775894 -7.421417 66 65 70
114.300095 -47.495094 -6.847352 198 193 192
112.411613 -47.902477 -6.983350 200 201 206
112.411613 -47.902477 -6.983350 200 201 206
111.244896 -47.707321 -6.933207 203 203 198
109.318817 -46.906967 -6.752460 207 207 204
11.049091 -3.504051 4.677033 169 173 175
103.474174 -43.127819 -5.822321 12 21 23
102.547424 -42.305180 -5.668209 207 217 209
68.476219 -36.679493 -9.455105 3 0 8
82.169647 -36.940369 -6.894271 203 203 203
97.420341 -41.542366 -5.538958 207 207 207
109.178879 -59.590450 -8.100844 41 38 42
109.178879 -59.590450 -8.100844 41 38 42
96.342918 -44.502476 -6.208304 48 46 44
79.101112 -18.593962 -1.863758 151 161 165
82.245529 -28.373209 -3.466844 158 169 180
66.536774 -28.173903 -6.146325 3 5 5
88.332664 -31.124371 -2.848355 188 196 201
59.032261 -27.875914 -7.309024 20 24 28
11.110066 -3.498189 4.649639 179 191 187
80.639244 -33.912140 -3.665142 218 214 208
74.198227 -25.273355 -2.553414 0 0 3
11.615419 -1.706798 3.993514 160 168 177
19.739050 -10.212086 2.830135 44 52 59
19.638533 1.245981 6.798752 196 195 200
73.728851 -17.391716 0.750585 6 14 21
71.620895 -31.789053 -3.177208 209 205 199
71.375671 -29.988657 -2.738878 218 216 214
70.964722 -16.609537 0.909878 23 26 33
70.597137 -38.042522 -4.562334 7 4 10
70.597137 -38.042522 -4.562334 7 4 10
69.261795 -30.015608 -2.688661 23 23 20
69.261795 -30.015608 -2.688661 23 23 20
9.861051 2.129880 -1.525870 8 9 14
86.534286 -48.773846 -3.363139 54 49 48
66.819893 -28.212397 -2.333070 203 203 200
63.181076 -20.433590 -0.351663 16 14 22
73.506294 -16.205076 3.939073 22 11 0
11.088335 0.421996 5.955228 56 49 29
57.788937 -24.002222 -1.280307 10 7 11
57.567276 -18.159447 0.216871 3 4 7
58.324196 -30.025270 -2.651812 54 49 48
55.782593 -17.003571 0.461482 50 60 68
9.265495 -0.448865 9.592596 0 0 0
70.255005 -30.271477 -4.841318 211 211 208
74.492073 -17.229918 -2.471795 0 0 0
91.520248 -52.291569 -9.423493 209 207 208
11.609498 -1.767067 4.026697 0 0 4
11.461563 -8.449476 6.061101 31 32 37
11.519334 -5.508169 3.093321 16 13 17
11.519334 -5.508169 3.093321 16 13 17
126.522461 -60.176350 -9.985938 214 214 211
55.991375 -15.788703 0.822292 31 43 51
56.162674 -22.735939 -0.969045 59 65 66
66.351494 -35.034027 -3.858446 52 51 54
66.351494 -35.034027 -3.858446 52 51 54
69.817574 -34.054092 -3.631907 69 62 62
71.559303 -26.102022 -6.903296 15 17 17
53.537663 -15.893872 -3.530105 172 182 188
128.671570 -68.669685 -16.245909 208 209 212
11.353251 -2.867692 4.303038 0 4 8
12.534547 -2.647134 3.819389 0 6 10
12.650724 -5.263785 4.215207 0 1 5
12.883721 -4.876028 6.347841 130 144 140
12.397933 -2.598728 3.790555 169 185 194
10.315159 -2.002353 3.159554 161 170 172
41.152157 -18.343681 13.364509 15 26 37
9.481947 -3.028367 2.983853 193 215 208
58.815441 -28.822618 19.609390 236 255 247
9.500235 -3.000334 2.982002 194 208 199
8.543524 0.432095 5.138967 225 221 200
16.858624 0.881600 5.887994 231 231 226
30.718143 -13.400114 8.842066 31 42 53
34.474453 -17.713772 11.596807 28 37 48
29.892582 -3.074750 10.542092 141 139 121
9.816092 -1.642175 3.018689 123 135 143
9.816092 -1.642175 3.018689 123 135 143
8.593620 0.446793 6.071021 5 3 0
20.405729 -12.853928 7.501787 255 255 253
20.413769 9.816239 10.191111 17 0 13
11.224276 -4.767120 3.254176 22 26 30
10.992704 -5.192664 3.808801 163 171 176
32.019249 -12.591031 10.079773 1 12 23
26.104033 -16.836937 9.638353 236 229 211
25.926634 -16.398439 9.486000 218 216 214
12.233819 -4.255871 4.028381 0 0 0
17.643602 -8.363932 6.013530 15 23 30
40.171654 -20.693033 12.934327 15 26 37
8.276848 0.506642 4.353345 241 251 225
8.685657 0.674301 2.478587 242 247 223
9.123903 0.402946 5.940604 1 1 0
6.974072 -0.012972 -0.134686 70 68 69
18.220423 -1.463171 10.082603 0 11 12
12.073632 0.497642 6.694330 230 235 213
9.889780 -1.927903 3.959006 148 160 166
8.948463 0.452700 5.214026 229 234 214
9.341939 0.470330 6.011838 222 233 204
9.097654 -1.695432 4.355227 124 139 144
10.746841 0.504529 5.970829 225 235 211
11.393147 0.436105 7.474260 243 246 226
11.143768 -2.649543 4.475959 145 155 161
9.005846 -1.696158 4.379127 125 135 139
9.717139 0.461118 5.994406 25 30 10
9.337844 -4.458844 3.723497 18 26 31
10.373960 0.382668 5.959821 232 235 215
9.173869 -1.720345 4.478913 154 160 163
9.075676 -1.739767 4.566638 128 138 142
6.054695 2.312697 3.660928 171 171 168
12.292658 0.481852 6.038159 234 239 219
6.274122 -2.957377 4.538208 177 196 204
6.274122 -2.957377 4.538208 177 196 204
14.757445 2.108239 1.611746 84 77 75
14.757445 2.108239 1.611746 84 77 75
14.799803 1.573348 1.586995 97 90 90
14.799803 1.573348 1.586995 97 90 90
34.026859 -11.431897 -10.007670 5 3 4
15.082264 1.306469 2.351205 200 191 183
14.623281 0.370837 -9.245921 0 13 23
18.428211 3.362687 -4.759151 63 54 48
14.943334 1.497110 1.496878 182 172 173
15.856552 -1.395335 -7.833914 201 193 201
14.669242 0.343882 -9.236555 2 14 20
15.278312 2.235846 3.176720 243 236 216
15.905790 2.305435 6.328430 61 53 31
16.866982 -2.252888 -8.036146 13 6 9
14.752420 -0.541174 -8.549230 211 210 215
14.556452 1.340237 2.609941 179 179 165
13.594921 1.708762 -9.549344 77 59 70
12.675263 1.990130 -8.841165 190 198 203
14.439111 -5.128040 -0.266258 29 34 40
14.439111 -5.128040 -0.266258 29 34 40
21.553925 3.315080 -9.722980 170 169 172
14.437349 1.453782 2.692643 61 57 51
12.671478 1.217403 -8.070311 14 12 13
15.888029 -1.426925 -7.783793 198 194 188
22.426859 3.613000 -9.787707 170 172 172
14.283624 1.193072 -9.306999 11 19 26
14.403796 1.331135 2.784482 10 9 0
44.443634 -17.258638 9.366086 8 16 25
15.814427 -0.043962 -7.157801 43 58 63
14.395403 -0.153883 -9.138361 207 210 217
-0.371493 -14.253169 21.396929 82 60 42
12.928486 1.152832 -9.114567 184 194 200
15.551033 1.488503 2.424533 217 211 202
17.340591 -2.607674 -8.083786 32 27 29
13.223104 2.306820 -7.377989 0 0 3
13.223104 2.306820 -7.377989 0 0 3
13.404058 1.219336 -9.256556 54 75 73
15.038244 0.012494 -8.634612 1 6 14
8.689203 -0.084400 9.847012 235 240 216
4.886841 -2.103825 27.948345 227 232 208
28.292356 -30.382088 36.677753 25 33 42
15.057570 -0.107901 -9.134143 201 206 212
5.773690 -8.159382 12.679481 197 219 223
14.667848 0.106140 -9.128479 191 204 205
15.859973 1.006428 -9.521926 20 18 16
5.773690 -8.159382 12.679481 197 219 223
18.233191 -0.322645 -6.109068 54 59 65
13.817731 0.649073 -9.260573 9 19 27
13.747326 0.319130 -9.085736 24 30 33
13.371459 0.599493 -9.077259 11 10 15
5.867500 -8.097494 12.517972 206 228 232
21.787979 6.252483 -7.212152 172 149 162
21.873007 -5.851934 -9.034514 0 0 0
14.507727 0.213028 -9.088885 194 202 207
29.732775 7.901519 -9.360463 6 0 5
13.130325 1.139096 -9.111378 193 209 218
20.510826 2.775493 -10.021036 60 62 59
20.510826 2.775493 -10.021036 60 62 59
61.026340 16.331375 -22.790144 23 32 43
15.883456 -1.458261 -7.749703 44 39 38
13.659216 0.924377 -9.481585 33 55 71
97.752884 -63.755157 -7.157895 23 18 17
6.420295 -8.194239 12.076747 206 226 231
12.905456 1.612587 -9.267764 14 19 29
20.049864 -3.136675 -8.857894 211 213 210
17.767334 -1.759541 -8.941496 211 213 213
22.473240 -3.325441 -7.160210 180 185 191
6.507831 -8.147689 11.944477 217 237 242
6.759996 -6.553087 11.128185 186 198 189
13.605959 0.783792 -9.261864 195 212 216
9.060589 0.024458 8.372792 9 7 0
14.255819 0.809712 -9.385926 24 24 32
14.255819 0.809712 -9.385926 24 24 32
13.800797 -0.070557 -7.147998 0 17 23
1.871115 -9.406639 16.553747 233 250 254
19.602221 -2.414740 -3.784642 8 16 25
17.773542 -2.104668 -6.921858 1 2 7
7.346103 -6.297373 10.233400 185 192 204
18.605568 -1.599425 -6.504888 6 7 12
0.016429 -14.783480 21.494177 201 182 168
16.052515 -1.611593 -7.474342 204 192 192
16.052515 -1.611593 -7.474342 204 192 192
16.504810 5.107615 -9.531375 8 11 20
14.962825 -0.615248 -8.966068 195 200 206
7.680614 -3.717510 9.033555 141 147 148
18.348860 -1.733756 -7.879901 21 22 27
7.535264 -0.309186 9.496728 19 10 0
15.457282 -0.403029 -8.948419 189 195 196
0.122355 -14.808451 21.484867 202 181 166
3.789631 -4.161421 11.866783 154 159 167
14.957637 1.096342 -9.569425 30 28 26
7.576982 -0.289071 9.483404 229 225 206
12.659387 -4.443022 3.785098 146 158 154
15.978794 -2.974182 -4.229673 5 13 22
15.471638 -2.250224 -4.156323 3 9 12
14.703063 1.738809 -9.798967 120 125 131
8.103599 -3.623296 8.620904 125 134 134
8.103599 -3.623296 8.620904 125 134 134
12.202981 0.468525 5.890663 8 6 0
8.101718 -2.620163 8.503572 232 218 191
8.101718 -2.620163 8.503572 232 218 191
7.755735 -0.131770 9.273241 32 35 11
13.180366 -0.132888 -6.529629 39 26 21
14.880654 0.646118 -10.002699 16 19 26
11.869586 0.579206 6.112300 229 222 202
11.869586 0.579206 6.112300 229 222 202
8.222152 -3.598853 8.504909 125 134 134
11.807674 0.511276 6.185976 234 227 207
2.495263 -8.783938 15.634490 206 226 229
13.363409 0.995130 -8.989471 11 26 31
25.168064 13.799939 -6.514216 10 15 23
28.122726 2.627793 -6.525849 1 3 3
16.622271 0.950880 -10.331251 35 33 31
15.087970 -0.722782 -8.907945 204 202 212
7.930746 -0.203723 9.216000 235 227 205
19.566439 -3.661203 -7.980532 47 45 43
19.566439 -3.661203 -7.980532 47 45 43
14.757961 -0.273214 -8.932655 42 47 53
13.705981 0.660374 -9.020152 17 22 30
9.479869 0.293337 6.676708 228 229 206
11.243161 0.445537 6.645943 228 226 206
8.032547 -0.169230 9.119548 238 234 217
11.116463 0.269165 6.816875 17 14 0
15.601439 -0.557926 -8.627798 204 205 210
13.180722 1.686962 -9.032522 171 172 175
14.424306 1.191550 -9.543197 15 20 28
10.852444 0.291495 7.016301 228 221 201
19.330240 -4.029278 -8.472830 34 28 33
12.592520 1.354791 -9.099534 9 27 42
12.592520 1.354791 -9.099534 9 27 42
11.386876 -8.026349 5.698985 27 33 36
8.152446 -0.054602 8.977223 214 212 190
14.106049 1.666205 -9.240059 0 0 2
13.739083 0.296707 -8.955475 3 0 6
25.321283 -3.999901 -11.556697 0 0 4
15.356762 -0.356987 -8.820072 0 1 4
16.052153 -1.644563 -7.436872 51 38 48
8.260239 -0.035682 8.931502 245 243 221
15.808364 1.335451 -9.861614 37 36 41
15.287469 -0.296507 -8.241491 0 5 13
8.778103 -1.397721 7.453013 184 170 145
20.954580 -2.689605 -2.400930 0 0 2
16.264036 -1.560119 -7.338387 48 51 58
10.422596 0.116069 7.403260 26 18 0
20.979818 -5.382557 -7.995139 13 6 6
15.696851 1.371225 -9.863222 42 32 33
15.647468 1.362279 -9.854415 39 37 45
15.647468 1.362279 -9.854415 39 37 45
10.871113 -6.318841 6.432696 194 201 196
10.821725 -4.684400 6.170304 183 189 192
18.451458 2.721347 -10.458192 170 177 175
20.436270 0.856438 -11.047538 30 24 29
2.686160 -9.275665 15.849724 194 206 212
10.255258 0.109567 7.487383 32 23 4
10.662206 -3.602419 6.156079 163 164 167
13.390201 0.534167 -8.789687 199 199 207
14.535856 1.345859 -9.617461 35 33 31
8.608026 -0.210934 8.780370 37 29 5
17.610079 2.421778 -10.495447 155 161 152
14.539732 0.148199 -8.874058 25 26 31
14.052896 1.448415 -9.558290 23 30 42
15.200115 1.348102 -9.793005 52 23 28
17.745708 2.462260 -10.510622 185 190 186
16.687778 -1.269669 -7.210681 0 0 0
18.208595 1.128879 -10.515147 158 156 157
16.767136 -1.209982 -7.168167 0 0 0
17.414467 -0.639760 -6.816373 1 13 17
16.577709 -1.332300 -7.262890 0 0 0
10.131791 -5.551791 7.200400 168 173 179
17.177998 -0.886847 -6.948493 0 2 9
17.771553 -0.247002 -6.605310 0 0 0
17.173958 -0.879354 -6.941635 19 22 29
10.042334 -4.957021 7.106627 196 205 207
16.010397 -1.608397 -7.524003 85 77 83
9.978061 -5.624973 7.419397 176 178 178
17.529833 -0.465123 -10.442047 189 204 209
9.973726 -4.983830 7.200873 160 166 167
13.531130 0.423175 -8.766553 202 206 210
8.867949 -0.046631 8.551948 31 24 4
9.865647 -6.339369 7.725482 121 131 128
18.977240 2.895275 -10.727529 18 17 22
16.701141 2.060136 -10.238207 154 148 143
3.206140 -9.186018 15.417713 169 177 184
13.472362 1.700471 -9.504870 74 49 61
13.472362 1.700471 -9.504870 74 49 61
15.010431 0.897506 -9.486362 165 163 161
10.961412 -3.357861 5.514106 0 0 4
16.992489 -1.252039 -4.598680 65 73 78
11.286522 0.465170 6.633626 29 33 6
23.680792 6.070771 17.485264 31 29 30
56.437943 12.254714 -20.888889 13 6 18
18.558111 3.971947 -7.000156 10 0 13
18.558111 3.971947 -7.000156 10 0 13
16.381634 -2.318769 -7.480132 233 230 236
16.381634 -2.318769 -7.480132 233 230 236
15.359776 -2.879782 1.798978 160 169 171
13.760599 -0.150902 -9.049785 12 15 24
16.721106 -2.890773 -9.238919 0 0 1
13.395285 0.345532 -9.076919 52 72 77
14.051377 0.018500 -9.093562 0 5 12
15.055934 -6.051929 1.157555 3 4 0
13.619493 0.179402 -9.038942 27 39 45
14.021236 -1.045594 -8.953741 4 2 10
13.940718 -0.253373 -9.032772 0 2 9
14.562560 0.150302 -9.091146 0 3 2
19.480988 -2.674563 -5.111598 0 4 10
13.033858 1.931424 -9.153187 22 21 24
14.001993 -0.297828 -9.135114 23 31 38
13.335881 0.064562 -9.054947 12 17 25
19.009209 -2.424786 -5.350864 0 0 2
19.119190 -2.143881 -5.264851 0 5 13
12.849769 1.126391 -9.175583 57 81 83
16.466516 -1.778626 -8.189823 27 25 23
7.121474 -4.086971 4.038053 45 29 12
14.339896 -1.274135 -8.905324 45 41 52
